1	0	0	0.065
2	-0.0072299	0.034245	0.03825
3	-0.02516	-0.02433	0.013451
4	0.027885	0.021152	0.0027391
5	-0.023938	0.025534	0.019316
6	-0.034999	-0.00025149	0.043248
7	-0.015624	0.031319	0.0043946
8	0.027721	-0.021367	0.095255
9	-0.010398	-0.03342	0.05761
10	0.025431	0.024047	0.052563
11	0.034983	-0.0010886	0.012011
12	0.03285	-0.012079	0.10784
13	0.0081454	-0.034039	0.12053
14	-0.025245	-0.024242	0.10696
15	0.033335	-0.010667	0.015287
16	0.026815	0.022494	0.022126
17	0.025045	-0.024449	0.10328
18	0.0039641	-0.034775	0.049298
19	-0.013885	-0.032128	0.11601
20	-0.0067203	-0.034349	0.081694
21	-0.027488	-0.021666	0.032139
22	0.023059	0.02633	0.10642
23	-0.031875	-0.014456	0.071179
24	-0.019914	0.028783	0.026343
25	-0.015246	-0.031505	0.11242
26	-0.01859	0.029655	0.028893
27	-0.016538	0.030846	0.078156
28	0.0077463	0.034132	0.032035
29	-0.024244	0.025244	0.11739
30	-0.032629	0.012664	0.082818
31	-0.034251	0.0071997	0.018777
32	-0.0032264	0.034851	0.030404
33	0.02699	-0.022283	0.10208
34	0.033259	0.010901	0.11323
35	-0.033228	0.010995	0.072001
36	0.027718	-0.021371	0.11671
37	0.029696	-0.018525	0.12328
38	0.018791	0.029528	0.038909
39	-0.030198	-0.017694	0.064934
40	-0.033071	0.011459	0.051177
41	0.034513	-0.0058186	0.12338
42	0.0059334	-0.034493	0.12215
43	0.033669	-0.0095602	0.09536
44	0.0028587	0.034883	0.045536
45	0.032233	0.01364	0.044018
46	0.0045553	0.034702	0.10256
47	0.0068651	-0.03432	0.10327
48	0.034149	-0.0076711	0.045708
49	0.0055394	0.034559	0.043451
50	0.026227	-0.023176	0.05271
51	0.033065	-0.011476	0.07274
52	0.013462	0.032308	0.091188
53	-0.025378	-0.024103	0.10749
54	0.022743	-0.026604	0.060732
55	-0.012642	0.032637	0.023531
56	0.016478	0.030879	0.12658
57	-0.0056618	-0.034539	0.032851
58	-0.030001	-0.018027	0.060587
